name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Toppers Tea Cottage,1020013,407244,453944,NA,Skipton,North Yorkshire,BD23 6EX,Craven District,NA,Cafes
Wilds Bakery,9470661,406189,441209,NA,Keighley,West Yorkshire,BD21 3PP,Bradford District,NA,Takeaways
McDonald's Restaurant,1020018,416445,433600,NA,Bradford,West Yorkshire,BD1 4AG,Bradford District,McDonald's,Takeaways
Coffee Delight,1020013,406110,441167,NA,Keighley,West Yorkshire,BD21 3QQ,Bradford District,BB's Coffee & Muffins,Cafes
Horton Mini Market,9470699,415244,431160,Little Horton Lane,Bradford,West Yorkshire,BD5 9DQ,Bradford District,NA,NA
Jeeya Stores,9470699,416048,430927,Parkside Road,Bradford,West Yorkshire,BD5 8DN,Bradford District,NA,NA
Lower Grange Convenience Store,9470699,412299,433334,The Square,Bradford,West Yorkshire,BD8 0QB,Bradford District,NA,NA
Patels Tailors Stores,9470699,412345,433349,The Square,Bradford,West Yorkshire,BD8 0QB,Bradford District,NA,NA
Png's Mini Market,9470699,405912,428407,Clough Lane,Halifax,West Yorkshire,HX2 8SN,Calderdale District,NA,NA
Zaiqah Foods,9470699,418805,434214,Mortimer Avenue,Bradford,West Yorkshire,BD3 7EY,Bradford District,NA,NA
The Spa,9470699,413844,437856,Titus Street,Shipley,West Yorkshire,BD18 4LT,Bradford District,NA,NA
Springfield Stores,9470699,419990,440878,New Road,"Yeadon, Leeds",West Yorkshire,LS19 7NF,Leeds District,NA,NA
Filsway Convenience Store,9470699,415632,430695,Smiddles Lane,Bradford,West Yorkshire,BD5 9NS,Bradford District,NA,NA
Navin & Tanu's,9470699,411411,434372,Allerton Road,"Allerton, Bradford",West Yorkshire,BD15 7DU,Bradford District,NA,NA
One Stop,9470699,422965,432705,Valley Road,Pudsey,West Yorkshire,LS28 9EU,Leeds District,Tesco One Stop,Convenience Stores
Bilals Mini Market,9470699,416712,430843,Parkside Road,Bradford,West Yorkshire,BD5 8PW,Bradford District,NA,NA
Sticker Lane Stores,9470699,418376,431377,Sticker Lane,Bradford,West Yorkshire,BD4 8RB,Bradford District,NA,NA
Corner Self Store,9470699,415416,434413,Lumb Lane,Bradford,West Yorkshire,BD8 7SF,Bradford District,NA,NA
New Hey Stores,9470699,417278,431768,New Hey Road,Bradford,West Yorkshire,BD4 7LD,Bradford District,NA,NA
Vimal Stores,9470699,416326,428344,Low Moor,Bradford,West Yorkshire,BD12 0LQ,Bradford District,NA,NA
Premier Stores,9470699,414532,429684,Buttershaw Lane,Bradford,West Yorkshire,BD6 2DA,Bradford District,Premier,Convenience Stores
Claremont News,9470699,409832,425872,Claremount Road,Halifax,West Yorkshire,HX3 6AW,Calderdale District,NA,NA
Buttershaw Foodstores,9470699,413488.3,429770,Reevy Road West,Bradford,West Yorkshire,BD6 3LX,Bradford District,NA,NA
Atwal Convenience Store,9470699,421342,435091.6,Farsley,Pudsey,West Yorkshire,LS28 5HL,Leeds District,NA,NA
Sunrise Supermarket,9470699,414180,434721,Westfield Road,Bradford,West Yorkshire,BD9 5EF,Bradford District,NA,NA
Patels News & Off Licence,9470699,423886.6,429446.5,Ashwood Parade,"Morley, Leeds",West Yorkshire,LS27 7AR,Leeds District,NA,NA
The Corner Store,9470699,405215,441246,Devonshire Street,Keighley,West Yorkshire,BD21 2NH,Bradford District,NA,NA
TNT Grocers,9470699,414776,434950,Victor Road,Bradford,West Yorkshire,BD9 4QP,Bradford District,NA,NA
Oakenshaw Newsagents,9470699,417146.7,427939.2,Cleckheaton Road,"Oakenshaw, Bradford",West Yorkshire,BD12 7AA,Bradford District,NA,NA
Mayats Newsagents,9470699,413537.2,429001.6,Kelmore Grove,Bradford,West Yorkshire,BD6 2QZ,Bradford District,NA,NA
Khizar Stores,9470699,418308,434433.5,Fagley Place,Bradford,West Yorkshire,BD2 3LX,Bradford District,NA,NA
Liversedge News,9470699,417880.5,424093.4,Fourth Avenue,Liversedge,West Yorkshire,WF15 8LA,Kirklees District,NA,NA
Metro Kiosk,9470699,419156,425141.4,Dewsbury Road,Cleckheaton,West Yorkshire,BD19 5BU,Kirklees District,NA,NA
Nawaz General Store,9470699,415770.2,431326.9,Rigton Street,Bradford,West Yorkshire,BD5 7NN,Bradford District,NA,NA
Off Licence & Stores,9470699,406036.9,428237.1,Stanningley Road,Halifax,West Yorkshire,HX2 8RJ,Calderdale District,NA,NA
West Park Stores,9470699,413673.3,433822.3,West Park Road,Bradford,West Yorkshire,BD8 9SJ,Bradford District,NA,NA
Zayns General Store,9470699,416770,431162.8,New Cross Street,Bradford,West Yorkshire,BD5 8BX,Bradford District,NA,NA
Johal Brothers,9470699,408367.9,426748.4,Ovenden Road,Halifax,West Yorkshire,HX3 5QG,Calderdale District,NA,NA
Hampers Mini Market,9470699,413711.4,430808,Poplar Grove,Bradford,West Yorkshire,BD7 4LG,Bradford District,NA,NA
Welcome Break (Hartshead Moor),1020043,416830,424112,Clifton,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Welcome Break,Restaurants
Caffe Piccolo,1020013,414842,437477,Town Centre,Shipley,West Yorkshire,BD18 3PY,Bradford District,NA,Cafes
Deliway,1020018,413166,433330,NA,Bradford,West Yorkshire,BD8 0JN,Bradford District,NA,Takeaways
Peshawar Superstore,9470699,414205,433769,Town Centre,Bradford,West Yorkshire,BD8 9LZ,Bradford District,NA,NA
The Rabbit Hole,1020034,416173,433186,Town Centre,Bradford,West Yorkshire,BD1 1QR,Bradford District,NA,Restaurants
Street Eat,1020018,415442,439757,Town Centre,Shipley,West Yorkshire,BD17 6JX,Bradford District,NA,Takeaways
Gaza Halal Meat,9470662,415829,433540,Lumb Lane,Bradford,West Yorkshire,BD8 7QP,Bradford District,NA,Speciality Outlets
Shell Select,9470699,416483,430288,NA,Bradford,West Yorkshire,BD6,Bradford District,Shell,Convenience Stores
Euro Supermarket,9470699,415670,434375,Manningham Lane,Bradford,West Yorkshire,BD8 7BZ,Bradford District,NA,NA
Doyle's Traditional Fish & Chips,1020020,414848,437465,Town Centre,Shipley,West Yorkshire,BD18 3PY,Bradford District,NA,Takeaways
Jackie's Cafe,1020013,406558,441305,Town Centre,Keighley,West Yorkshire,BD21 4HP,Bradford District,NA,Cafes
City 3 Restaurant,1020034,416462,432877,Town Centre,Bradford,West Yorkshire,BD1 5SH,Bradford District,NA,Restaurants
Greggs,9470661,425088,433321,NA,Leeds,West Yorkshire,LS13,Leeds District,Greggs,Takeaways
Manningham Superstore,9470699,415321,434335,Carlisle Terrace,Bradford,West Yorkshire,BD8 8AT,Bradford District,NA,NA
Park Fisheries,1020020,415059,434769,NA,Bradford,West Yorkshire,BD9 4PX,Bradford District,NA,Takeaways
G T Butchers & Grocers,9470662,414942,432252,Great Horton Road,Bradford,West Yorkshire,BD7 3BG,Bradford District,NA,Speciality Outlets
Spar Store,9470699,420923,429504,Westgate Hill Street,Bradford,West Yorkshire,BD4 0SF,Bradford District,Spar,Convenience Stores
The Co-operative,9470819,410856,439028,NA,Bingley,West Yorkshire,BD16,Bradford District,The Co-operative,Supermarkets
Shipley Glen Tramway Shop,9470663,413880,438530,Baildon,Shipley,West Yorkshire,BD17 5BN,Bradford District,NA,Speciality Outlets
Toby Carvery,1020043,406898,441826,Bradford Road,Keighley,West Yorkshire,BD21 4BB,Bradford District,Toby Carvery,Restaurants
The Stump Cross Inn,1020034,410732,426292,Stump Cross,Halifax,West Yorkshire,HX3 7AY,Calderdale District,NA,Restaurants
Azeem's Restaurant & Take Away,1020043,405930,440781,South Street,Keighley,West Yorkshire,BD21 1AD,Bradford District,NA,Restaurants
Euro Fried Chicken,1020018,418569,433156,Killinghall Road,Bradford,West Yorkshire,BD3 8DN,Bradford District,Euro Fried Chicken,Takeaways
Rana's Bolton Junction,1020018,417574,435647,Town Centre,Bradford,West Yorkshire,BD2 4ST,Bradford District,NA,Takeaways
Cafe Liza,1020013,415815,432783,Town Centre,Bradford,West Yorkshire,BD7 1AZ,Bradford District,NA,Cafes
Costcutter,9470699,413626,434444,Town Centre,Bradford,West Yorkshire,BD9 6RJ,Bradford District,Costcutter,Convenience Stores
Coco House,1020013,409235,425236,Town Centre,Halifax,West Yorkshire,HX1 1UQ,Calderdale District,NA,Cafes
Primal Kitchen,1020018,409324,425563,Town Centre,Halifax,West Yorkshire,HX1 1XF,Calderdale District,NA,Takeaways
Twenty8,1020013,418127,442558,Guiseley,Leeds,West Yorkshire,LS20 8LY,Leeds District,NA,Cafes
Banyan,1020034,411763,447629,Town Centre,Ilkley,West Yorkshire,LS29 8HF,Bradford District,Banyan,Restaurants
The Library Tap,1020034,410762,439096,Town Centre,Bingley,West Yorkshire,BD16 2HT,Bradford District,Amber Taverns,Restaurants
The Noodle Sing,1020018,416104,433494,Town Centre,Bradford,West Yorkshire,BD1 3HT,Bradford District,NA,Takeaways
Shop'n Drive,9470699,415894,428723,Town Centre,Bradford,West Yorkshire,BD12 0HS,Bradford District,Shop'N Drive,Convenience Stores
The Hatch,1020013,414652,422953,Town Centre,Brighouse,West Yorkshire,HD6 1RW,Calderdale District,NA,Cafes
Milano Pizza,1020018,414567.5,423619.2,Bradford Road,Brighouse,West Yorkshire,HD6 4AS,Calderdale District,NA,Takeaways
Premier Stores,9470699,414891.5,436107.6,Bradford Road,Shipley,West Yorkshire,BD18 3AB,Bradford District,Premier,Convenience Stores
The Nut House,1020034,409131.3,425170.2,Silver Street,Halifax,West Yorkshire,HX1 1HS,Calderdale District,NA,Restaurants
The Old Bank,9470705,409197.2,425209.4,Silver Street,Halifax,West Yorkshire,HX1 1HS,Calderdale District,NA,Speciality Outlets
Junoon,1020034,415671.9,433229,Grattan Road,Bradford,West Yorkshire,BD1 2JL,Bradford District,NA,Restaurants
The Lovefood Deli,1020018,416283.2,433035.9,Sunbridge Road,Bradford,West Yorkshire,BD1 2AZ,Bradford District,NA,Takeaways
Premier Stores,9470699,421718,435192,Town Centre,Pudsey,West Yorkshire,LS28 5HX,Leeds District,Premier,Convenience Stores
Uncle Joe's,1020020,420239.8,445349,Bondgate,Otley,West Yorkshire,LS21 3AB,Leeds District,NA,Takeaways
Subway,1020018,415894,428723,Town Centre,Bradford,West Yorkshire,BD12 0HS,Bradford District,Subway,Takeaways
Cafe W,1020013,416394,433121,Town Centre,Bradford,West Yorkshire,BD1 1BL,Bradford District,Cafe W,Cafes
Cafe Rain,1020013,422225.2,433362,Church Lane,Pudsey,West Yorkshire,LS28 7LD,Leeds District,NA,Cafes
Icreams,1020018,416311,433065.9,Tyrrel Street,Bradford,West Yorkshire,BD1 1RJ,Bradford District,NA,Takeaways
EAT.,1020018,419014,425358.9,Cheapside,Cleckheaton,West Yorkshire,BD19 5AF,Kirklees District,EAT.,Takeaways
Square Road Small Units,9470705,409660.8,425117.7,Square Road,Halifax,West Yorkshire,HX1 1QG,Calderdale District,NA,Speciality Outlets
Smokers Corner,9470699,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,NA,NA
Melvyn Davis,9470661,414696.2,437527.8,Kirkgate,Shipley,West Yorkshire,BD18 3QN,Bradford District,NA,Takeaways
Syang Oriental,1020018,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,NA,Takeaways
Sullivans Bakery,9470661,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,NA,Takeaways
Salah's,1020018,414639.4,432024,Great Horton Road,Bradford,West Yorkshire,BD7 3HR,Bradford District,NA,Takeaways
Abs Fast Food,1020018,410785.6,439086.1,Wellington Street,Bingley,West Yorkshire,BD16 2NB,Bradford District,NA,Takeaways
Lavinia's,1020013,410672.4,439147.3,Queens Court,Bingley,West Yorkshire,BD16 2LT,Bradford District,NA,Cafes
Wildings,9470663,414602.4,422825.8,Park Street,Brighouse,West Yorkshire,HD6 1JL,Calderdale District,NA,Speciality Outlets
The Great Wall,1020018,415936,432729,Morley Street,Bradford,West Yorkshire,BD7 1AF,Bradford District,NA,Takeaways
Premier Stores,9470699,404868.5,439216,Central Drive,Keighley,West Yorkshire,BD22 7AE,Bradford District,Premier,Convenience Stores
A. Worsman Fruiterers,9470669,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,NA,Speciality Outlets
Brown's Cafe,1020013,409347.3,425082.6,Southgate,Halifax,West Yorkshire,HX1 1DL,Calderdale District,NA,Cafes
Costcutter,9470699,417233.4,433397.2,Barkerend Road,Bradford,West Yorkshire,BD3 9BH,Bradford District,Costcutter,Convenience Stores
Deli Bite,1020018,415745,432611.6,Morley Street,Bradford,West Yorkshire,BD7 1BB,Bradford District,NA,Takeaways
Caffe Ritazza,1020013,422399,441560,Yeadon,Leeds,West Yorkshire,LS19 7TU,Leeds District,Caffe Ritazza,Cafes
W. Nettletons Fruit & Veg,9470669,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,NA,Speciality Outlets
Colleta's,1020013,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,NA,Cafes
Hadfields' (Bakers) Ltd,9470661,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,Hadfields',Takeaways
Adams News,9470699,414752.8,437411.8,Arndale Shopping Centre,Shipley,West Yorkshire,BD18 3QQ,Bradford District,NA,NA
La Stazione,1020013,411790,447656,Town Centre,Ilkley,West Yorkshire,LS29 8HF,Bradford District,NA,Cafes
Lottie Shaw's Bakery,7400524,414649,423698,Thornhill Beck Lane,Brighouse,West Yorkshire,HD6 4AH,Calderdale District,NA,Speciality Outlets
Subway,1020018,415883,428730,Low Moor,Bradford,West Yorkshire,BD12 0HS,Bradford District,Subway,Takeaways
Starbucks Coffee Co UK Ltd,1020013,422464,441486,Yeadon,Leeds,West Yorkshire,LS19 7TU,Leeds District,Starbucks Coffee,Cafes
Krispy Kreme Doughnuts,9470661,416576,433170,Hall Ings,Bradford,West Yorkshire,BD1 1JR,Bradford District,Krispy Kreme,Takeaways
Arc Inspirations,1020034,411771,447629,Station Plaza,Ilkley,West Yorkshire,LS29 8HF,Bradford District,NA,Restaurants
The Cake'ole,1020013,416200,432898,NA,Bradford,West Yorkshire,BD1 1LA,Bradford District,NA,Cafes
Dunkin' Donuts,9470661,421739.2,434211.6,Stanningley-by-Pass,"Stanningley, Pudsey",West Yorkshire,LS28 6AR,Leeds District,Dunkin' Donuts,Takeaways
Bigfellas Pizzeria,1020018,419067.7,433507.5,Leeds Road,Bradford,West Yorkshire,BD3 8JB,Bradford District,NA,Takeaways
Cafe Raja's,1020013,415205.9,432497.6,Great Horton Road,Bradford,West Yorkshire,BD7 1PU,Bradford District,NA,Cafes
Charlies,1020013,406145.5,441053.3,Low Street,Keighley,West Yorkshire,BD21 3PT,Bradford District,NA,Cafes
22 the Square,1020043,411429,427041,Northowram,Halifax,West Yorkshire,HX3 7HW,Calderdale District,NA,Restaurants
The Village Wine Bar,1020034,421736,435132,Farsley,Pudsey,West Yorkshire,LS28 5LD,Leeds District,NA,Restaurants
Costcutter,9470699,415397.4,430096.1,Holroyd Hill,Bradford,West Yorkshire,BD6 1PQ,Bradford District,Costcutter,Convenience Stores
Heron Foods,9470667,409385.2,425173.2,Market Street,Halifax,West Yorkshire,HX1 1PB,Calderdale District,Heron Foods,Speciality Outlets
S M A Enterprises Ltd,9470669,417050,432583,Essex Street,Bradford,West Yorkshire,BD4 7PN,Bradford District,NA,Speciality Outlets
Bardolino,1020013,412378.6,425831.8,Denholme Gate Road,"Hipperholme, Halifax",West Yorkshire,HX3 8JQ,Calderdale District,NA,Cafes
Banoful Sweets,9470663,415932,433909,Manningham Lane,Bradford,West Yorkshire,BD1 3ES,Bradford District,NA,Speciality Outlets
Torino,1020018,419997,445406,Westgate,Otley,West Yorkshire,LS21 3AS,Leeds District,NA,Takeaways
Dinos Pizzas,1020018,414581.7,422783.5,Bethel Street,Brighouse,West Yorkshire,HD6 1JN,Calderdale District,NA,Takeaways
John Kearns Butchers Ltd,9470662,414714.2,437523.4,Market Square,Shipley,West Yorkshire,BD18 3QB,Bradford District,NA,Speciality Outlets
The Terrace Cafe Bar,1020013,413703.5,437690.2,Bingley Road,Shipley,West Yorkshire,BD18 4SB,Bradford District,NA,Cafes
Spencer Food,9470669,414635,432479.6,Spencer Road,Bradford,West Yorkshire,BD7 2DH,Bradford District,NA,Speciality Outlets
Peel Park Fisheries,1020020,416892.1,435031.6,Bolton Lane,Bradford,West Yorkshire,BD2 4AA,Bradford District,NA,Takeaways
Aldi,9470819,416426.8,433982.1,Valley Road,Bradford,West Yorkshire,BD1 4RX,Bradford District,Aldi,Supermarkets
Wokever,1020018,416561.2,425973.2,Westfield Lane,"Scholes, Cleckheaton",West Yorkshire,BD19 6DA,Kirklees District,NA,Takeaways
Salt Bar & Kitchen,1020043,413579.1,437730.5,Bingley Road,Shipley,West Yorkshire,BD18 4DH,Bradford District,NA,Restaurants
The Kitchen Cafe Bar,1020013,404486,437655.4,Haworth Road,"Cross Roads, Keighley",West Yorkshire,BD22 9DL,Bradford District,NA,Cafes
Girlington Halal Meats,9470662,414106.4,433863.9,Girlington Road,Bradford,West Yorkshire,BD8 9NN,Bradford District,NA,Speciality Outlets
Five Vintage Bistro,1020018,408431.3,428492,Holdsworth Road,Halifax,West Yorkshire,HX3 6SN,Calderdale District,NA,Takeaways
Ryan's,9470699,409437,425373,Wade Street,Halifax,West Yorkshire,HX1 1SN,Calderdale District,NA,NA
Worldwide Cash & Carry Bradford Ltd,9470699,415008.4,432705.8,Woodhead Road,Bradford,West Yorkshire,BD7 1PD,Bradford District,NA,NA
Macdonner's Fast Foods,1020018,412868.4,429686,Cooper Lane,Bradford,West Yorkshire,BD6 3NT,Bradford District,NA,Takeaways
Filenas Cafe,1020013,414470.4,422845.5,Briggate,Brighouse,West Yorkshire,HD6 1DN,Calderdale District,NA,Cafes
Tarantino,1020018,419012.5,425410.3,Albion Street,Cleckheaton,West Yorkshire,BD19 3JD,Kirklees District,NA,Takeaways
S & J Minimarket Ltd,9470699,407135,427578.9,Turner Avenue South,Halifax,West Yorkshire,HX2 8EH,Calderdale District,NA,NA
Pam's Shop,9470699,409116,425767,Dean Clough Mills,Halifax,West Yorkshire,HX3 5AX,Calderdale District,NA,NA
A Tuf's,1020018,414547,423512,Old Lane,Brighouse,West Yorkshire,HD6 1TU,Calderdale District,NA,Takeaways
Salts Diner,1020043,413981.8,438038.8,Victoria Road,"Saltaire, Shipley",West Yorkshire,BD18 3LF,Bradford District,NA,Restaurants
Prego,1020043,414654.1,422720.2,Huddersfield Road,Brighouse,West Yorkshire,HD6 1JZ,Calderdale District,NA,Restaurants
Azeem's Vape Shop,9470699,406456,441976,Lawkholme Lane,Keighley,West Yorkshire,BD21 3LU,Bradford District,NA,NA
North Street News,9470699,406052,441141,North Street,Keighley,West Yorkshire,BD21 3SE,Bradford District,NA,NA
Dubai Nights,1020034,405920,441207,Town Centre,Keighley,West Yorkshire,BD21 2JP,Bradford District,NA,Restaurants
The Midway,1020034,420262,441698,Yeadon,Leeds,West Yorkshire,LS19 7PL,Leeds District,NA,Restaurants
Khaas,1020018,405906,441060,High Street,Keighley,West Yorkshire,BD21 2LJ,Bradford District,NA,Takeaways
Q's Munch Takeaway,1020018,406077,441469,Town Centre,Keighley,West Yorkshire,BD21 3JD,Bradford District,NA,Takeaways
Kebab Hut,1020018,412069,434128,Allerton Road,"Allerton, Bradford",West Yorkshire,BD15 7QU,Bradford District,NA,Takeaways
B&M Express,9470699,413353,431981,Clayton Road,Bradford,West Yorkshire,BD7 2RB,Bradford District,B&M Express,Convenience Stores
Ld Nutrition,9470672,422055.5,434322,Town Centre,Pudsey,West Yorkshire,LS28 6BN,Leeds District,NA,Speciality Outlets
Omar Brothers,9470699,405373,440670,Fell Lane,Keighley,West Yorkshire,BD22 6EH,Bradford District,NA,NA
Croft Street Fisheries,1020020,421688,435120,Croft Street,"Farsley, Pudsey",West Yorkshire,LS28 5HA,Leeds District,NA,Takeaways
Silver Dollar Micro Bar,1020034,422050,434316,Richardshaw Lane,"Stanningley, Pudsey",West Yorkshire,LS28 6BN,Leeds District,NA,Restaurants
Tst,1020034,419348,441772,The Green,"Guiseley, Leeds",West Yorkshire,LS20 9BT,Leeds District,NA,Restaurants
Pausa Coffee Shop,1020013,407031,442101,Bradford Road,Keighley,West Yorkshire,BD21 4AG,Bradford District,Pausa Coffee Shop,Cafes
Pausa Coffee Shop,1020013,408887,425355,Hope Street,Halifax,West Yorkshire,HX1 5DW,Calderdale District,Pausa Coffee Shop,Cafes
Pausa Coffee Shop,1020013,418565,432424,Sticker Lane,Bradford,West Yorkshire,BD4 8DR,Bradford District,Pausa Coffee Shop,Cafes
B&M Express,9470699,422346.7,434483.5,Town Street,"Stanningley, Pudsey",West Yorkshire,LS28 6HQ,Leeds District,B&M Express,Convenience Stores
Go Local,9470699,404716,441354,Braithwaite Avenue,Keighley,West Yorkshire,BD22 6HZ,Bradford District,Go Local,Convenience Stores
Ishys Kitchen,1020018,407947,442249,Bradford Road,Keighley,West Yorkshire,BD20 5JH,Bradford District,NA,Takeaways
Riddlesden Fisheries,1020020,407784,442295,Bradford Road,"Riddlesden, Keighley",West Yorkshire,BD21 4EZ,Bradford District,NA,Takeaways
